,gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin
1632,4495222052,No,16,1,No,6,15,9,0,0,0,0,Few,6.6,Normal,Normal,Normal,-5097,-3482,Normal,Few
1633,4502309990,No,53,2,Yes,5,1,8,2,1,1,0,Normal,6.8,High,Normal,High,1321,1735,Normal,Normal
1634,4524336258,No,14,1,Yes,6,6,9,1,1,0,0,Normal,7.2,Normal,High,Normal,-276,-1424,High,Normal
1635,4483668263,No,13,0,Yes,6,4,6,1,0,1,0,Normal,7.0,Normal,Normal,Normal,-19,-1122,Normal,Normal
1636,4446171042,Yes,16,4,Yes,8,4,7,0,0,0,0,Normal,7.2,High,High,Normal,2590,1850,High,Normal
1637,4503175131,No,16,6,Yes,8,6,8,0,0,0,0,Normal,6.8,Normal,High,Normal,510,-601,High,Normal
1638,4508573055,No,21,6,No,4,2,7,0,0,0,0,Few,6.8,Normal,Normal,Normal,103,412,Normal,Few
1639,4479801050,Yes,12,2,Yes,9,10,10,0,0,0,0,Normal,7.0,High,High,Normal,-237,-500,High,Normal
1640,4519375393,Yes,13,3,No,7,4,5,0,0,0,0,Normal,7.0,High,High,Normal,-612,549,High,Normal
1641,4512258772,No,18,4,Yes,8,1,6,1,0,1,0,Many,7.4,High,High,Normal,4488,3191,High,Many
1642,4494864543,No,18,2,No,8,5,6,0,0,0,0,Normal,6.8,Normal,Normal,Normal,335,675,Normal,Normal
1643,4505104958,No,19,1,No,2,3,2,1,1,0,0,Few,6.8,Normal,High,Normal,-814,-418,High,Few
1644,4514431388,Yes,15,4,Yes,6,5,7,1,1,0,0,Few,7.0,Normal,High,Normal,-39,464,High,Few
1645,4513352439,Yes,20,5,Yes,4,5,3,0,0,0,0,Normal,6.8,High,High,Normal,80,-609,High,Normal
1646,4515442346,No,14,4,No,2,8,2,2,1,1,0,Few,7.0,Normal,Normal,High,-1975,-888,Normal,Few
1647,4524409899,No,13,4,Yes,5,3,7,0,0,0,0,Normal,7.2,High,High,Normal,1723,970,High,Normal
1648,4444371751,No,18,0,Yes,5,9,2,1,1,0,0,Few,5.8,Normal,Normal,Normal,-5763,-4731,Normal,Few
1649,4513965875,No,16,11,No,3,13,6,0,0,0,0,Few,6.6,Normal,Normal,Normal,-6050,-4081,Normal,Few
1650,4520923371,No,38,3,Yes,3,3,6,1,1,0,0,Normal,7.0,High,High,Normal,1152,-29,High,Normal
1651,4523763219,Yes,17,3,Yes,7,2,9,1,0,1,0,Normal,7.0,High,Normal,High,3822,2980,Normal,Normal
1652,4521104135,No,14,2,No,4,8,4,1,1,0,0,Few,6.6,Normal,Normal,Normal,-2975,-2024,Normal,Few
1653,4510666820,Yes,41,1,Yes,12,5,18,1,1,0,0,Many,7.0,Normal,High,Normal,1526,472,High,Many
1654,4524932837,Yes,17,3,Yes,9,1,9,1,1,0,0,Normal,7.0,Normal,High,Normal,3916,2599,High,Normal
1655,4469723831,Yes,13,1,Yes,6,1,2,2,1,1,3,Many,7.4,High,High,High,8776,8348,High,Many
1656,4499740164,No,14,2,No,8,10,4,0,0,0,0,Few,6.4,Normal,Normal,Low,-4493,-3830,Normal,Few
1657,4500544230,Yes,14,3,Yes,5,4,3,1,1,0,0,Normal,7.0,High,Normal,Normal,1018,-1023,Normal,Normal
1658,4525140164,Yes,14,2,Yes,8,9,7,0,0,0,0,Normal,7.0,Normal,Normal,Normal,-97,165,Normal,Normal
1659,4487935586,No,43,0,No,4,6,4,0,0,0,0,Few,7.0,Normal,Normal,Normal,-933,-636,Normal,Few
1660,4523954840,No,17,2,No,8,10,10,0,0,0,0,Normal,7.2,Normal,Normal,Normal,-4322,-1588,Normal,Normal
1661,4485823957,Yes,24,2,No,7,4,11,0,0,0,0,Normal,7.2,High,High,Normal,1350,524,High,Normal
1662,4525145899,No,33,1,No,1,9,0,0,0,0,0,Few,6.6,Normal,Normal,Normal,-5490,-2476,Normal,Few
1663,4459553176,No,19,2,No,8,8,9,1,1,0,0,Normal,6.8,Normal,Normal,Normal,-730,58,Normal,Normal
1664,4462400484,Yes,12,2,Yes,2,2,0,0,0,0,0,Few,7.0,High,High,High,-631,337,High,Few
1665,4522561203,No,35,3,Yes,5,4,4,1,0,1,0,Normal,7.4,High,High,Normal,-183,254,High,Normal
1666,4512990467,No,18,3,Yes,7,11,9,1,0,1,0,Normal,6.6,Normal,Normal,Normal,-2250,-1591,Normal,Normal
1667,4453522690,No,19,7,Yes,5,3,6,1,1,0,0,Normal,6.8,Normal,High,Normal,493,-699,High,Normal
1668,4525240848,No,18,5,Yes,7,7,11,0,0,0,0,Normal,7.0,High,High,Normal,-211,-626,High,Normal
1669,4518457045,Yes,18,0,No,3,6,4,0,0,0,0,Few,7.0,High,High,Normal,-1611,97,High,Few
1670,4494818793,No,16,2,No,6,8,3,0,0,0,0,Few,6.4,Normal,Normal,Normal,-1343,-768,Normal,Few
1671,4436503508,Yes,18,3,Yes,12,3,17,2,1,1,1,Many,7.4,High,High,Normal,5512,3244,High,Many
1672,4520304212,No,15,4,No,7,13,9,0,0,0,0,Few,6.8,Normal,Normal,Normal,-3590,-1683,Normal,Few
1673,4478553958,Yes,19,3,Yes,5,5,10,1,0,1,0,Few,6.2,Normal,Normal,Normal,-406,-1748,Normal,Few
1674,4524476983,No,15,0,Yes,5,11,6,0,0,0,0,Few,6.6,Normal,Normal,Normal,-2150,-1215,Normal,Few
1675,4522530131,No,17,1,No,1,5,1,1,1,0,0,Few,6.8,Normal,Normal,Normal,-679,-1331,Normal,Few
1676,4506094664,Yes,12,1,No,2,10,1,1,0,1,0,Few,6.6,Normal,Normal,Normal,-3114,-2569,Normal,Few
1677,4515527726,Yes,39,1,No,7,6,6,0,0,0,0,Normal,7.4,High,High,High,1564,668,High,Normal
1678,4495054674,No,53,5,No,5,9,5,1,1,0,0,Few,6.8,Normal,Normal,Normal,-4205,-1540,Normal,Few
1679,4520676421,Yes,46,3,Yes,11,1,13,0,0,0,0,Many,7.2,High,High,High,4172,1918,High,Many
1680,4523507584,Yes,15,0,Yes,8,12,5,1,1,0,0,Normal,6.4,Normal,Normal,Normal,-2672,-2811,Normal,Normal
1681,4520799474,Yes,11,1,Yes,18,10,15,1,1,0,0,Very Many,7.6,High,High,Normal,4287,3938,High,Very Many
1682,4519839148,No,15,3,Yes,5,1,7,1,1,0,0,Normal,7.2,High,High,Normal,811,881,High,Normal
1683,4523054451,Yes,12,1,Yes,5,4,3,1,1,0,0,Few,6.4,Normal,Normal,Normal,-585,-809,Normal,Few
1684,4495272249,No,14,2,No,5,6,3,1,0,1,0,Few,6.6,Normal,High,Low,-1042,-2030,High,Few
1685,4514795179,No,13,7,No,4,3,4,0,0,0,0,Few,7.0,High,High,Normal,163,1490,High,Few
1686,4515979529,No,41,3,Yes,5,1,5,1,1,0,0,Normal,7.2,High,High,Normal,1697,1110,High,Normal
1687,4524895008,No,12,2,Yes,10,7,15,1,1,0,0,Normal,7.0,Normal,Normal,Normal,1059,180,Normal,Normal
1688,4453712057,No,16,4,Yes,6,6,5,1,0,1,0,Normal,7.6,High,High,High,1498,149,High,Normal
1689,4522776236,Yes,15,2,No,8,8,5,0,0,0,0,Normal,7.2,High,High,Normal,457,692,High,Normal
1690,4522859365,Yes,16,5,No,9,2,16,1,1,0,0,Many,7.4,High,High,Normal,4620,2871,High,Many
1691,4524945992,Yes,11,2,Yes,11,10,8,1,1,0,0,Normal,6.8,Normal,Normal,Normal,1117,-637,Normal,Normal
1692,4513730011,Yes,18,3,Yes,5,6,2,0,0,0,0,Normal,7.0,High,High,High,929,1352,High,Normal
1693,4510706024,No,15,11,No,5,4,7,2,1,1,0,Normal,7.0,High,High,Normal,459,1309,High,Normal
1694,4467448834,No,27,4,No,3,8,2,0,0,0,0,Few,7.0,Normal,High,Normal,-2537,-1603,High,Few
1695,4494522299,No,14,1,Yes,3,13,2,0,0,0,0,Few,5.6,Low,Normal,Low,-4882,-4505,Normal,Few
1696,4477077306,No,15,4,No,8,8,11,0,0,0,0,Normal,6.8,Normal,Normal,Normal,1014,688,Normal,Normal
1697,4488501189,Yes,14,3,No,11,5,10,0,0,0,0,Many,7.0,High,Normal,Normal,3039,2255,Normal,Many
1698,4518951602,Yes,111,4,Yes,13,10,18,2,1,1,0,Many,6.8,Normal,Normal,Low,650,511,Normal,Many
1699,4507086578,Yes,41,1,Yes,6,9,8,1,0,1,0,Few,6.8,Normal,Normal,Normal,-905,-709,Normal,Few
1700,4523312152,Yes,17,0,No,9,7,4,0,0,0,0,Normal,6.8,Normal,High,Normal,966,969,High,Normal
1701,4514078470,No,25,1,Yes,6,8,9,1,0,1,1,Normal,6.6,Normal,Normal,Normal,-429,-1821,Normal,Normal
1702,4522338058,Yes,38,1,Yes,7,5,8,2,1,1,0,Normal,6.6,Normal,Normal,Normal,1211,355,Normal,Normal
1703,4505315494,No,11,2,Yes,6,5,6,1,1,0,0,Normal,7.0,High,High,Normal,53,-114,High,Normal
1704,4514158215,No,34,1,Yes,9,5,10,1,1,0,0,Normal,7.0,Normal,Normal,Normal,649,-103,Normal,Normal
1705,4517541768,No,20,1,No,9,11,7,0,0,0,1,Normal,6.2,Normal,Normal,Low,-135,-1288,Normal,Normal
1706,4459895934,Yes,33,3,Yes,8,7,7,1,1,0,0,Normal,7.2,High,High,Normal,1137,-609,High,Normal
1707,4488652229,Yes,19,2,Yes,9,1,9,1,1,0,0,Normal,7.0,High,High,Normal,3951,2490,High,Normal
1708,4462059327,No,13,2,No,5,6,5,0,0,0,0,Normal,6.8,Normal,High,Normal,-859,-2114,High,Normal
1709,4524178462,No,19,5,No,2,6,0,0,0,0,0,Few,7.2,High,High,Normal,-962,612,High,Few
1710,4501385353,Yes,53,3,Yes,12,5,17,0,0,0,0,Normal,6.8,Normal,Normal,Normal,2554,1453,Normal,Normal
1711,4473787682,No,16,4,Yes,8,7,8,0,0,0,0,Normal,6.8,High,High,Normal,1158,-618,High,Normal
1712,4499266500,No,19,6,No,3,6,3,1,1,0,0,Few,6.6,Normal,High,Normal,-2963,-1630,High,Few
1713,4524765955,No,18,0,No,4,7,4,0,0,0,0,Few,6.2,Normal,Normal,Normal,-1894,-2184,Normal,Few
1714,4520757711,No,10,3,No,4,7,1,0,0,0,0,Few,6.8,Normal,High,Normal,-1535,-716,High,Few
1715,4519298162,Yes,14,2,No,8,4,11,0,0,0,0,Normal,7.2,High,Normal,Normal,1654,1097,Normal,Normal
1716,4524714078,No,11,1,No,3,6,3,2,1,1,0,Few,7.0,High,High,Normal,-516,266,High,Few
1717,4525034220,Yes,13,5,Yes,6,4,7,1,0,1,0,Normal,7.2,High,High,High,2577,2592,High,Normal
1718,4524969283,No,15,1,Yes,6,6,10,0,0,0,0,Normal,6.8,Normal,Normal,Normal,-402,-520,Normal,Normal
1719,4515929191,No,17,5,No,5,10,5,0,0,0,0,Few,6.8,Normal,Normal,Normal,-4404,-3165,Normal,Few
1720,4516530158,No,35,1,No,7,10,7,1,0,1,0,Normal,7.2,High,Normal,Normal,-2922,-1424,Normal,Normal
1721,4515690341,Yes,16,6,Yes,8,11,13,1,1,0,0,Normal,6.8,Normal,Normal,Normal,-659,-701,Normal,Normal
1722,4524181297,No,14,4,Yes,11,6,17,0,0,0,0,Normal,7.0,High,Normal,Normal,1924,1938,Normal,Normal
1723,4502754942,No,58,3,No,4,7,2,0,0,0,0,Few,7.0,Normal,Normal,Normal,-2075,-738,Normal,Few
1724,4470811112,No,16,0,Yes,4,6,2,0,0,0,0,Few,6.8,Normal,High,Normal,-1055,-1236,High,Few
1725,4470174827,Yes,16,2,Yes,10,3,11,1,0,1,0,Normal,7.0,High,Normal,Normal,3239,2494,Normal,Normal
1726,4459430310,No,14,4,No,0,5,0,1,0,1,0,Few,6.8,Normal,Normal,Normal,-2765,-2677,Normal,Few
1727,4462104144,No,17,4,No,7,8,6,0,0,0,0,Few,6.2,Normal,Normal,Low,-1183,-1425,Normal,Few
1728,4449382907,No,13,1,Yes,4,4,0,0,0,0,0,Few,7.0,Normal,Normal,Normal,-1012,-1528,Normal,Few
1729,4522775881,Yes,14,2,Yes,7,4,8,1,1,0,0,Normal,6.8,High,High,Normal,3245,307,High,Normal
1730,4472468602,No,18,4,Yes,5,3,10,0,0,0,0,Few,6.6,Normal,Normal,Normal,-157,-269,Normal,Few
1731,4520001049,Yes,42,2,Yes,9,6,10,1,1,0,0,Normal,7.4,High,High,Normal,2862,1862,High,Normal
1732,4452176098,Yes,14,3,Yes,7,4,8,1,1,0,0,Normal,6.8,Normal,High,Low,789,-1212,High,Normal
1733,4511777552,No,13,2,No,7,7,12,0,0,0,0,Normal,7.0,Normal,Normal,Normal,-986,-484,Normal,Normal
1734,4481584807,Yes,17,1,No,5,8,4,1,1,0,0,Normal,7.0,High,Normal,Normal,-812,-202,Normal,Normal
1735,4449261764,No,15,4,Yes,4,7,2,0,0,0,0,Few,6.6,Normal,Normal,Normal,-3196,-3217,Normal,Few
1736,4522089265,Yes,14,1,Yes,9,8,7,1,1,0,0,Normal,7.2,High,Normal,High,738,1289,Normal,Normal
1737,4520798455,Yes,15,2,Yes,5,5,6,0,0,0,0,Normal,7.2,High,High,Normal,1144,464,High,Normal
1738,4427468467,Yes,13,4,No,5,2,5,1,1,0,0,Few,7.0,Normal,Normal,Normal,246,759,Normal,Few
1739,4483120111,No,42,1,No,6,6,5,0,0,0,0,Few,6.8,Normal,Normal,Normal,-919,-483,Normal,Few
1740,4515211180,Yes,15,2,Yes,5,4,1,2,1,1,0,Few,7.0,High,Normal,High,805,691,Normal,Few
1741,4509595307,No,38,4,No,2,5,2,0,0,0,0,Few,6.8,Normal,Normal,Normal,-1656,-453,Normal,Few
1742,4524476319,No,44,9,Yes,7,5,5,0,0,0,0,Normal,7.0,High,High,Normal,1153,930,High,Normal
1743,4525063460,Yes,14,1,Yes,9,8,17,0,0,0,0,Normal,6.4,Normal,Normal,Normal,740,-692,Normal,Normal
1744,4525021746,No,56,3,Yes,8,2,9,0,0,0,0,Normal,6.8,Normal,Normal,Normal,2841,858,Normal,Normal
1745,4461002538,No,13,3,No,11,9,15,0,0,0,0,Normal,6.6,Normal,High,Normal,449,-260,High,Normal
1746,4478110348,No,14,5,Yes,3,4,2,0,0,0,0,Few,6.8,Normal,High,Normal,-1759,-2019,High,Few
1747,4524954902,No,14,9,No,6,8,10,0,0,0,0,Normal,6.8,Normal,Normal,Normal,-1257,333,Normal,Normal
1748,4522545565,No,15,1,No,1,6,1,0,0,0,0,Few,6.8,Normal,High,Normal,-1824,-613,High,Few
1749,4484014215,No,15,6,No,6,5,6,0,0,0,0,Few,7.2,Normal,Normal,Normal,-843,147,Normal,Few
1750,4519513452,No,17,4,Yes,4,8,3,1,1,0,0,Few,6.4,Normal,Normal,Normal,-2618,-1567,Normal,Few
1751,4496639955,No,14,3,Yes,6,6,7,1,1,0,0,Normal,7.0,High,High,Normal,253,-453,High,Normal
1752,4490249955,No,30,3,No,8,5,9,0,0,0,0,Normal,7.2,High,High,Normal,1229,1913,High,Normal
1753,4523721011,No,13,2,No,7,9,9,1,1,0,0,Normal,7.0,Normal,Normal,Low,-938,-1180,Normal,Normal
1754,4497094157,No,45,6,No,7,4,6,0,0,0,0,Normal,7.0,High,Normal,Normal,-487,764,Normal,Normal
1755,4525009090,No,14,0,No,3,7,3,0,0,0,0,Few,7.2,Normal,Normal,Normal,-1431,-648,Normal,Few
1756,4477376343,Yes,12,5,Yes,12,5,13,1,1,0,0,Many,7.4,High,High,High,4498,4087,High,Many
1757,4497870077,Yes,17,0,No,1,7,0,1,1,0,0,Few,6.2,Normal,Normal,Normal,-3574,-3171,Normal,Few
1758,4484002514,Yes,18,4,Yes,4,1,3,2,1,1,0,Normal,7.2,High,High,Normal,693,-204,High,Normal
1759,4485492542,Yes,11,0,No,6,7,5,0,0,0,0,Few,7.0,Normal,Normal,Normal,-915,3,Normal,Few
1760,4522840009,No,18,1,No,6,3,8,0,0,0,0,Normal,7.2,High,High,High,1847,1663,High,Normal
1761,4502951007,Yes,15,2,Yes,8,2,10,0,0,0,0,Normal,6.8,Normal,High,Normal,2978,-438,High,Normal
1762,4481782791,Yes,18,1,No,5,4,6,0,0,0,0,Normal,6.6,Normal,High,Normal,1245,1084,High,Normal
1763,4521225250,No,14,2,No,8,10,11,1,1,0,0,Normal,7.0,Normal,Normal,Normal,-1632,562,Normal,Normal
1764,4505017372,Yes,11,4,Yes,13,7,10,1,1,0,3,Very Many,7.2,High,High,Normal,8657,7609,High,Very Many
1765,4498508859,Yes,15,0,Yes,9,6,15,0,0,0,0,Many,7.0,High,Normal,High,2197,233,Normal,Many
1766,4499715260,No,5,0,No,2,15,2,0,0,0,0,Few,5.4,Low,Low,Normal,-9152,-8290,Low,Few
1767,4515579882,No,15,3,No,7,4,7,0,0,0,0,Normal,7.2,High,High,Low,687,-291,High,Normal
1768,4518960621,Yes,15,2,No,6,8,9,0,0,0,0,Normal,6.8,Normal,High,Normal,220,-740,High,Normal
1769,4520723739,Yes,13,1,Yes,1,2,1,0,0,0,0,Few,6.8,Normal,High,Normal,-96,-1063,High,Few
1770,4524179867,No,11,5,No,6,12,8,0,0,0,0,Few,6.4,Normal,Normal,Normal,-3746,-3014,Normal,Few
1771,4521083858,Yes,17,4,Yes,5,6,11,1,1,0,0,Normal,7.4,High,High,Normal,629,1496,High,Normal
1772,4515542024,Yes,12,4,No,1,4,2,1,0,1,0,Few,7.0,Normal,Normal,High,-1476,-346,Normal,Few
1773,4524456630,No,14,0,No,7,9,7,1,1,0,0,Normal,6.8,Normal,Normal,Normal,-575,-1680,Normal,Normal
1774,4467557868,No,32,3,Yes,4,6,4,1,0,1,0,Normal,6.8,Normal,Normal,Normal,-635,-1525,Normal,Normal
1775,4489796229,Yes,20,3,Yes,6,5,4,1,1,0,0,Normal,6.8,Normal,High,Normal,149,447,High,Normal
1776,4521744333,No,16,2,Yes,2,4,3,1,0,1,0,Few,7.0,Normal,High,Normal,657,-1141,High,Few
1777,4457608127,No,13,2,No,9,11,13,0,0,0,0,Normal,7.2,High,High,Normal,-958,264,High,Normal
1778,4515902763,Yes,19,3,No,6,9,3,0,0,0,0,Few,6.6,Normal,Normal,High,-2922,-2165,Normal,Few
1779,4458352494,No,17,3,No,3,11,3,0,0,0,0,Few,6.4,Normal,Normal,Normal,-3410,-3134,Normal,Few
1780,4495755195,Yes,11,0,No,11,8,11,1,0,1,0,Many,7.0,Normal,Normal,Normal,311,559,Normal,Many
1781,4465307866,Yes,16,2,Yes,9,6,10,1,0,1,0,Normal,7.0,High,Normal,High,1792,1373,Normal,Normal
1782,4519846925,No,16,2,No,1,6,1,1,0,1,1,Few,6.6,Normal,High,Normal,-856,-2269,High,Few
1783,4441748703,Yes,26,1,Yes,10,6,9,1,1,0,0,Normal,7.0,High,Normal,Normal,1154,999,Normal,Normal
1784,4509128702,No,14,2,No,3,7,3,0,0,0,0,Few,6.8,Normal,Normal,Normal,-2124,-1109,Normal,Few
1785,4514370002,No,13,1,No,3,4,5,0,0,0,0,Few,6.8,Normal,Normal,Normal,-982,36,Normal,Few
1786,4415410070,Yes,19,2,Yes,2,2,2,1,1,0,0,Few,7.0,High,High,High,467,-298,High,Few
1787,4522067733,No,17,0,No,1,7,0,0,0,0,0,Few,6.8,Normal,High,Normal,-3389,-1855,High,Few
1788,4512191595,No,37,3,Yes,6,8,4,2,1,1,0,Normal,6.8,Normal,Normal,Normal,-1003,-491,Normal,Normal
1789,4502288347,Yes,102,2,Yes,6,7,3,1,1,0,0,Normal,7.0,High,High,Normal,572,417,High,Normal
1790,4518477698,No,15,6,No,6,8,7,1,1,0,0,Normal,6.8,Normal,Normal,Normal,-1556,-1808,Normal,Normal
1791,4520601496,Yes,16,1,No,8,6,10,0,0,0,0,Normal,7.2,High,Normal,Normal,2323,1699,Normal,Normal
1792,4511958473,No,37,2,Yes,7,4,7,0,0,0,0,Normal,7.2,High,High,Normal,1486,1605,High,Normal
1793,4496579153,Yes,16,2,Yes,8,2,7,1,0,1,0,Normal,7.2,High,High,Normal,3755,2662,High,Normal
1794,4472901696,No,18,3,No,8,8,12,1,1,0,0,Normal,6.6,Normal,Normal,Normal,1327,-741,Normal,Normal
1795,4524424547,Yes,16,1,Yes,6,0,7,2,1,1,0,Normal,7.2,High,High,Normal,2929,2507,High,Normal
1796,4522182395,No,12,1,Yes,3,2,3,0,0,0,0,Few,7.0,Normal,High,Normal,536,-18,High,Few
1797,4509900585,Yes,20,5,Yes,8,3,12,1,1,0,0,Normal,7.0,Normal,High,Normal,3575,1394,High,Normal
1798,4522637303,Yes,21,5,Yes,12,4,16,1,1,0,0,Many,7.2,High,High,Normal,4801,2127,High,Many
1799,4523312130,No,16,2,No,5,12,5,0,0,0,0,Few,6.6,Normal,Normal,Normal,-2201,-2344,Normal,Few
1800,4502724459,No,15,3,Yes,9,5,8,0,0,0,0,Normal,7.0,High,High,Normal,2785,1671,High,Normal
1801,4470203201,No,128,5,Yes,7,8,8,1,0,1,0,Normal,6.8,Normal,Normal,Normal,-692,-736,Normal,Normal
1802,4525242680,Yes,16,3,No,4,11,3,1,1,0,0,Few,6.6,Normal,Normal,Normal,-4406,-2504,Normal,Few
1803,4458767529,Yes,21,0,No,8,8,6,2,1,1,0,Normal,7.2,High,High,Normal,1792,1300,High,Normal
1804,4519236802,No,51,1,No,2,14,3,1,0,1,0,Few,6.4,Normal,Normal,Normal,-6717,-4767,Normal,Few
1805,4486524151,No,21,1,Yes,5,7,4,0,0,0,0,Normal,6.8,Normal,Normal,Normal,-193,-634,Normal,Normal
1806,4520399820,Yes,15,3,No,8,6,6,0,0,0,0,Normal,7.4,High,High,High,1667,3434,High,Normal
1807,4488956857,No,14,2,Yes,5,8,5,1,1,0,0,Few,6.6,Normal,High,Normal,-1860,-2194,High,Few
1808,4462003786,No,18,2,Yes,1,7,1,1,1,0,0,Few,6.2,Normal,High,Normal,-3324,-3139,High,Few
1809,4495531076,No,12,4,Yes,7,11,10,0,0,0,0,Normal,6.8,Normal,Normal,Normal,-1655,-1744,Normal,Normal
1810,4524125619,No,21,1,No,5,5,4,0,0,0,0,Few,6.8,Normal,Normal,Normal,-321,272,Normal,Few
1811,4427379345,Yes,15,5,Yes,10,1,9,1,1,0,0,Many,7.4,High,High,Normal,4947,2051,High,Many
1812,4523555451,Yes,41,1,Yes,10,6,10,0,0,0,0,Many,7.2,High,Normal,Normal,3424,3153,Normal,Many
1813,4525226714,Yes,15,5,Yes,10,5,10,1,1,0,0,Many,7.2,High,High,Normal,3028,1818,High,Many
1814,4524281018,No,17,3,Yes,3,2,3,2,1,1,0,Few,7.0,High,High,Normal,-211,843,High,Few
1815,4518387667,Yes,16,5,Yes,11,5,8,1,1,0,0,Normal,7.0,High,Normal,Normal,2123,1612,Normal,Normal
1816,4523454499,No,90,3,No,12,9,13,0,0,0,0,Normal,7.0,Normal,Normal,Normal,1025,439,Normal,Normal
1817,4445701647,Yes,74,3,No,10,7,9,1,0,1,0,Normal,7.2,High,Normal,Normal,2343,2878,Normal,Normal
1818,4511234926,No,15,3,No,5,7,4,0,0,0,0,Normal,7.0,High,High,Normal,-565,738,High,Normal
1819,4503340964,Yes,16,5,Yes,7,10,4,0,0,0,0,Normal,7.0,High,High,Normal,-1785,-1131,High,Normal
1820,4525135236,Yes,13,3,No,3,6,3,1,0,1,0,Few,7.0,High,High,High,-873,-1792,High,Few
1821,4522207483,Yes,31,1,Yes,11,9,8,0,0,0,0,Many,7.2,High,Normal,Normal,1641,1386,Normal,Many
1822,4489939324,Yes,17,4,No,4,12,4,1,0,1,1,Normal,6.6,Normal,Normal,Normal,-1111,-1185,Normal,Normal
1823,4525132603,Yes,14,3,No,5,9,6,0,0,0,0,Normal,7.0,Normal,High,Normal,-2390,-1796,High,Normal
1824,4454963096,No,31,3,Yes,7,6,8,1,1,0,0,Normal,7.0,High,High,Normal,1807,733,High,Normal
1825,4486440363,No,38,1,Yes,3,11,5,0,0,0,0,Few,6.4,Normal,Normal,Normal,-5003,-4682,Normal,Few
1826,4512338231,Yes,13,4,Yes,7,5,5,1,1,0,0,Normal,7.6,High,High,High,651,1744,High,Normal
1827,4512768961,Yes,17,18,No,3,3,5,1,1,0,0,Few,7.2,High,High,High,928,955,High,Few
1828,4450562955,Yes,22,3,Yes,7,0,8,1,1,0,0,Normal,7.4,High,High,Normal,4649,3488,High,Normal
1829,4524571135,No,19,4,No,3,11,4,0,0,0,0,Few,6.4,Normal,Normal,Normal,-4743,-2650,Normal,Few
1830,4515559203,Yes,15,2,Yes,3,1,3,0,0,0,0,Normal,7.2,High,High,High,1775,1652,High,Normal
1831,4449098612,Yes,13,2,Yes,10,6,12,1,1,0,0,Many,7.0,High,High,Normal,2019,674,High,Many
1832,4477446374,Yes,38,4,No,3,1,0,1,1,0,0,Few,7.4,High,High,High,1402,2404,High,Few
1833,4523100745,Yes,12,0,Yes,8,9,5,0,0,0,0,Normal,7.0,Normal,Normal,Normal,240,399,Normal,Normal
1834,4517640142,Yes,16,2,Yes,10,7,9,0,0,0,0,Normal,7.0,Normal,Normal,Normal,2281,546,Normal,Normal
1835,4502562701,Yes,16,2,Yes,8,7,6,2,1,1,0,Normal,7.2,High,High,High,764,2490,High,Normal
1836,4496308488,Yes,15,4,Yes,15,4,16,0,0,0,1,Very Many,6.8,High,Normal,Low,7579,4666,Normal,Very Many
1837,4447660498,Yes,14,0,No,4,4,3,0,0,0,0,Few,6.8,Normal,High,Normal,-112,398,High,Few
1838,4490133266,Yes,16,1,No,8,5,8,1,1,0,0,Normal,7.2,High,High,Normal,1198,197,High,Normal
1839,4427465886,Yes,15,3,No,9,5,12,2,1,1,0,Normal,7.0,High,Normal,Normal,2199,1291,Normal,Normal
1840,4511030012,Yes,18,2,Yes,8,4,9,0,0,0,0,Normal,6.8,Normal,High,Normal,2992,258,High,Normal
1841,4513819617,No,18,2,Yes,5,13,8,0,0,0,0,Few,6.0,Normal,Normal,Normal,-4292,-4133,Normal,Few
1842,4509989116,No,19,3,Yes,5,8,6,0,0,0,0,Normal,6.8,Normal,High,Normal,-1407,-1305,High,Normal
1843,4496436861,Yes,14,16,Yes,8,2,9,0,0,0,0,Normal,7.2,High,High,Normal,1860,1500,High,Normal
1844,4519730219,No,15,1,No,3,5,3,0,0,0,0,Few,6.8,Normal,Normal,Normal,-1554,-704,Normal,Few
1845,4412284612,No,14,3,No,11,14,10,0,0,0,0,Normal,7.2,High,High,Normal,-1004,-515,High,Normal
1846,4463008615,No,24,2,Yes,3,2,3,0,0,0,0,Few,7.0,Normal,High,Normal,258,-298,High,Few
1847,4523567216,Yes,18,5,Yes,6,5,3,0,0,0,0,Normal,7.0,High,High,Normal,190,-57,High,Normal
1848,4480250709,Yes,18,4,Yes,15,4,16,1,1,0,1,Very Many,7.4,High,High,Normal,7413,4895,High,Very Many
1849,4513101672,No,15,2,Yes,8,6,8,1,0,1,0,Normal,6.4,Normal,Normal,Normal,1315,63,Normal,Normal
1850,4484137639,No,14,1,Yes,5,4,2,0,0,0,0,Few,7.2,High,High,Normal,688,872,High,Few
1851,4513907463,No,16,1,Yes,6,3,5,1,0,1,0,Normal,6.8,Normal,Normal,Normal,664,185,Normal,Normal
1852,4514601074,Yes,46,3,Yes,10,7,6,1,1,0,0,Normal,7.4,High,Normal,High,1754,433,Normal,Normal
1853,4503216707,Yes,28,2,Yes,12,7,15,0,0,0,0,Normal,6.6,Normal,Normal,Normal,1083,554,Normal,Normal
